Timestamp,Sensor_ID,Pressure (bar),Flow Rate (L/s),Temperature (°C),Leak Status,Burst Status
2024-01-01 00:00:00,S007,3.6948144802903493,77.51521847992457,21.69536500409154,0,0
2024-01-01 00:05:00,S007,2.5871254182522994,179.92642186624028,19.01672517614813,0,0
2024-01-01 00:10:00,S002,2.448964723482877,210.1308230369969,10.011681487615215,1,0
2024-01-01 00:15:00,S009,2.936843710297063,141.77793420835692,12.092407909780627,0,0
2024-01-01 00:20:00,S003,3.073692986900744,197.48463287101822,17.0014433987197,0,0
2024-01-01 00:25:00,S009,2.5975773894779195,192.33283058799998,24.48448049611839,0,0
2024-01-01 00:30:00,S005,2.8463407384332235,86.15381990390176,20.248952782381874,0,0
2024-01-01 00:35:00,S003,3.863980603118173,88.81699724000254,19.937834265309732,0,0
2024-01-01 00:40:00,S010,3.351550491729987,54.69699386833379,22.634271618924977,0,0
2024-01-01 00:45:00,S004,3.3968499682166278,188.2811352534675,11.327387530778793,0,0
2024-01-01 00:50:00,S008,3.766800773017227,162.09801652060713,18.095381985836198,0,0
2024-01-01 00:55:00,S009,2.9444102585561236,74.79004085945037,10.234546101117909,0,0
2024-01-01 01:00:00,S008,2.5082831756854036,172.31921426822512,20.602860157714257,0,0
2024-01-01 01:05:00,S005,3.8894513177700234,147.66155382529166,23.724395133156712,0,0
2024-01-01 01:10:00,S001,2.5953375254290356,96.64734825734934,14.877749830401205,0,0
2024-01-01 01:15:00,S003,3.208322387742924,67.93913689074526,20.698671808344926,0,0
2024-01-01 01:20:00,S007,2.560650384307647,156.5994334528681,11.663362312177469,0,0
2024-01-01 01:25:00,S007,3.2130553347731676,134.49133579645755,20.43274129639191,0,0
2024-01-01 01:30:00,S004,3.9142803558369716,139.8298199732804,20.42177399559557,0,0
2024-01-01 01:35:00,S009,2.658241389745406,118.48018557243654,13.276606558252503,0,0
2024-01-01 01:40:00,S010,2.68313193205101,103.44467571154624,23.60242662318631,0,0
2024-01-01 01:45:00,S009,3.72702214888374,179.10958748845152,10.10428195796786,0,0
2024-01-01 01:50:00,S005,3.5386540493354053,90.41185006977821,13.661882833716612,0,0
2024-01-01 01:55:00,S008,3.554528438342767,104.5444403568941,24.57673124081441,0,0
2024-01-01 02:00:00,S002,3.568405884886663,72.21303949300999,24.966107275734128,0,0
2024-01-01 02:05:00,S006,2.5495760993508227,101.76068720400245,19.51527017052046,0,0
2024-01-01 02:10:00,S010,3.978475681165901,86.30829072672506,20.08203321108818,0,0
2024-01-01 02:15:00,S006,3.05167469907888,144.84587458903692,19.50294566141342,0,0
2024-01-01 02:20:00,S001,2.726076315948144,126.2298165111078,20.43719210186323,0,0
2024-01-01 02:25:00,S004,2.5248817433917843,126.81395874489215,13.39743662796907,0,0
2024-01-01 02:30:00,S001,3.0963580316312838,127.66270257912201,22.565651588609917,0,0
2024-01-01 02:35:00,S002,3.887040427417844,181.60090300714714,13.869124415727335,0,0
2024-01-01 02:40:00,S009,3.2749538369065214,89.12437622456136,24.943805496368867,0,0
2024-01-01 02:45:00,S007,3.008544686573051,102.38143619189913,20.88933518305359,0,0
2024-01-01 02:50:00,S008,3.8316551481414396,177.63926731512692,24.034524913314215,0,0
2024-01-01 02:55:00,S003,3.0584241498426143,191.02001636866677,24.60495755132976,0,0
2024-01-01 03:00:00,S002,3.53784279653904,147.79418892539007,13.364039641908397,0,0
2024-01-01 03:05:00,S005,2.768234063831993,104.97031768742899,21.162557845848433,0,0
2024-01-01 03:10:00,S003,3.454498927278843,87.56927279083763,18.848062713408158,0,0
2024-01-01 03:15:00,S008,3.4467079389958943,169.22169553124726,17.539556396577883,0,0
2024-01-01 03:20:00,S005,2.8452779023623327,124.87900698271285,18.580062988137747,0,0
2024-01-01 03:25:00,S005,3.8252410333993883,162.15781608461208,24.2960777053593,0,0
2024-01-01 03:30:00,S003,3.9704973755740687,61.301938400919234,14.585455289307728,0,0
2024-01-01 03:35:00,S003,2.7542391200291387,133.52018936875254,24.042321612411715,0,0
2024-01-01 03:40:00,S008,2.8133780764230405,150.6715275236076,15.379701719442458,0,0
2024-01-01 03:45:00,S010,3.6111529266313065,154.5523611492902,20.53726125980664,0,0
2024-01-01 03:50:00,S007,3.129671284669415,88.43104153916872,19.17270566298521,0,0
2024-01-01 03:55:00,S004,3.6974427684501627,147.49458961666477,20.529503158865552,0,0
2024-01-01 04:00:00,S007,2.541425157810557,136.8297343261338,16.577111845271304,0,0
2024-01-01 04:05:00,S010,3.313966952061365,92.98118781924266,18.862498908535162,0,0
2024-01-01 04:10:00,S006,2.9548982720098342,130.5623640794983,14.899768626940613,0,0
2024-01-01 04:15:00,S005,3.1858977424205928,176.30346125179722,12.915700509923095,0,0
2024-01-01 04:20:00,S008,3.5891370005839924,196.37781191938018,17.74450522451793,0,0
2024-01-01 04:25:00,S003,3.158457131058454,61.76845720133989,10.380261151231863,0,0
2024-01-01 04:30:00,S009,3.5327498511480497,58.729039326266545,23.728205914397208,0,0
2024-01-01 04:35:00,S006,3.571893884050094,149.0296065076597,14.199008454189142,0,0
2024-01-01 04:40:00,S005,3.4175811193515284,112.94000936416849,13.715964842517362,0,0
2024-01-01 04:45:00,S009,3.0128195000746025,63.76985987201628,11.412354824028402,0,0
2024-01-01 04:50:00,S005,3.2112607436309877,64.67512409765023,17.374238126752484,0,0
2024-01-01 04:55:00,S005,3.09775710159606,142.37751470783246,19.526404763014657,0,0
2024-01-01 05:00:00,S010,3.9001544621192243,125.15598258728889,18.09066172600094,0,0
2024-01-01 05:05:00,S007,3.916377395687751,180.07984003325058,19.54605396169017,0,0
2024-01-01 05:10:00,S003,3.4649323276635298,118.73793357372749,18.184251839739026,0,0
